~id;name; batch;unit;categorie;PA;PV;TxMO;label;product_code;Qty_production
v286;Champs Elysee;;;;;;;POV;;
v287;Port de Bretagne;;;;;;;POV;;
v288;Ilot;;;;;;;POV;;
v289;Neues Schloss;;;;;;;POV;;
v290;Palais de Justice;;;;;;;POV;;
